Family Number	Protein Family
10932	To M.thermoautotrophicum MTH1706
10933	To M.thermoautotrophicum MTH236
10934	To M.thermoautotrophicum MTH238
10935	To M.thermoautotrophicum MTH386
10936	To M.thermoautotrophicum MTH421
10937	To M.thermoautotrophicum MTH738
10938	To M.thermoautotrophicum MTH765
10939	To M.thermoautotrophicum MTH862
10940	To M.thermoautotrophicum MTH863
10941	To M.tuberculosis LprP
10942	To M.tuberculosis MbtH
10943	To M.tuberculosis Rv0007
10944	To M.tuberculosis Rv0025 and Rv0026
10945	To M.tuberculosis Rv0025 and Rv0739
10946	To M.tuberculosis Rv0026 and Rv0739
10947	To M.tuberculosis Rv0040c
10948	To M.tuberculosis Rv0102
10949	To M.tuberculosis Rv0476
10950	To M.tuberculosis Rv0477
10951	To M.tuberculosis Rv0487
10952	To M.tuberculosis Rv0498 and S.coelicolor SCO3347
10953	To M.tuberculosis Rv0502
10954	To M.tuberculosis Rv0628c
10955	To M.tuberculosis Rv0874c
10956	To M.tuberculosis Rv0876c
10957	To M.tuberculosis Rv0906
10958	To M.tuberculosis RV0954
10959	To M.tuberculosis Rv1269c
10960	To M.tuberculosis Rv1271c
10961	To M.tuberculosis Rv1291c
10962	To M.tuberculosis Rv1303
10963	To M.tuberculosis Rv1312
10964	To M.tuberculosis Rv1332
10965	To M.tuberculosis Rv1337
10966	To M.tuberculosis Rv1342c
10967	To M.tuberculosis Rv1403c
10968	To M.tuberculosis Rv1405c
10969	To M.tuberculosis Rv1583c
10970	To M.tuberculosis Rv1591
10971	To M.tuberculosis Rv1738
10972	To M.tuberculosis Rv1813c
10973	To M.tuberculosis Rv1991c and Rv3269
10974	To M.tuberculosis Rv2009
10975	To M.tuberculosis Rv2067c
10976	To M.tuberculosis Rv2078
10977	To M.tuberculosis Rv2161c and Rv3079c
10978	To M.tuberculosis Rv2272
10979	To M.tuberculosis Rv2313c
10980	To M.tuberculosis RV2411c
10981	To M.tuberculosis Rv2569c
10982	To M.tuberculosis Rv2571c
10983	To M.tuberculosis Rv2585c and M.bovis Mb2616c
10984	To M.tuberculosis Rv2585c and M.leprae ML0489
10985	To M.tuberculosis Rv2632c
10986	To M.tuberculosis Rv2636
10987	To M.tuberculosis Rv2641
10988	To M.tuberculosis Rv2656c
10989	To M.tuberculosis Rv2876
10990	To M.tuberculosis Rv2917
10991	To M.tuberculosis Rv2926c
10992	To M.tuberculosis Rv3073c
10993	To M.tuberculosis Rv3402c
10994	To M.tuberculosis Rv3412
10995	To M.tuberculosis Rv3776
10996	To M.tuberculosis Rv3790
10997	To M.voltae FlaC
10998	To M.voltae FlaD, also to FlaE
10999	To M.voltae FlaE, also to FlaD
11000	To M.voltae FlaH
11001	To mammalian protein PDCD2
11002	To mammalian SAP 145. Some, to C.elegans ZK632.11
11003	To methylmalonyl-CoA mutase
11004	To mouse SBP
11005	To N.crassa mta-2
11006	To N.crassa NCU05373.1
11007	To ORF5 in pFZ1
11008	To organ specific protein P4
11009	To organ specific protein S2
11010	To P.aeruginosa GlpM
11011	To P.aeruginosa PA0043 and M.thermoautotrophicum MTH1451
11012	To P.aeruginosa PA4490 and T.maritima TM0986
11013	To P.anserina SMR1
11014	To P.denitrificans NirI
11015	To P.putida DHP decarboxylase
11016	To P.putida PHT4
11017	To P.stutzeri NosR
11018	To P.testosteroni DHP decarboxylase
11019	To paragonial peptide B
11020	To phage 186 CP83
11021	To phage H-19B erf
11022	To phage HP1 cox
11023	To phage HP1 protein ORF16
11024	To phage HP1 protein ORF19
11025	To phage HP1 protein ORF20
11026	To phage lambda DNA packaging protein NU1
11027	To phage lambda packaging protein FI
11028	To phage lambda protein EA22
11029	To phage Mu protein F
11030	To phage Mu protein G
11031	To phage Mu protein gam
11032	To phage Mu protein gp16
11033	To phage Mu protein gp27
11034	To phage Mu protein gp28
11035	To phage Mu protein gp29
11036	To phage Mu protein gp35
11037	To phage Mu protein gp36
11038	To phage Mu protein gp37
11039	To phage Mu protein gp38
11040	To phage Mu protein gp41
11041	To phage Mu protein gp42
11042	To phage Mu protein gp45
11043	To phage Mu protein gp46
11044	To phage Mu protein gp48 an E.coli YmfQ
11045	To phage Mu protein gp48 and H.influenzae HI_1521
11046	To phage Mu protein M
11047	To phage Mu protein N
11048	To phage Mu protein T
11049	To phage N15 gp55
11050	To phage P2 ORF83
11051	To phage P2 protein L
11052	To phage P2 protein M
11053	To phage P2 protein P
11054	To phage P2 uncharacterized 12.9 kDa protein in gpA 3'region
11055	To phage P22 gp20
11056	To phage P22 gp4
11057	To phage P22 head-binding domain
11058	To phage P22 protein H
11059	To phage T3 and T7 N-acetylmuramoyl-L-alanine amidases
11060	To phage T4 mobB and mobD
11061	To phage T4 mobC and mobD
11062	To phage T4 protein GP46
11063	To phage T4 tail protein GP15
11064	To phage T5 protein D12 and to yeast RAD52
11065	To phage T5 protein D13 and to yeast RAD52
11066	To plasmid IncP-alpha RP4 TraL
11067	To plasmid IncP-alpha RP4 TraM
11068	To plasmid R751 TraL
11069	To plasmid R751 TraM
11070	To polyketide cyclases
11071	To potato anionic peroxidase
11072	To potato MCPI
11073	To PsiA protein of plasmid F
11074	To PsiA protein of plasmid R6-5
11075	To PsiB protein of plasmid F
11076	To PsiB protein of plasmid R6-5
11077	To R.conorii RC1281
11078	To R.leguminosarum Sym plasmid FixU. Also to the N-terminal of R.meliloti MosB protein
11079	To R.leguminosarum TfxB which is involved in the processing of trifolitoxin
11080	To R.meliloti ExoD
11081	To R.meliloti ExoO
11082	To R.meliloti ExoP
11083	To R.meliloti lipopolysaccharide processing protein LpsZ
11084	To R.meliloti MosC
11085	To R.meliloti R02472
11086	To R.prowazekii RP189
11087	To R.prowazekii RP296
11088	To R.prowazekii RP789, RP027 and RP028
11089	To rat SBP
11090	To Rhizobium exopolysaccharide production repressor protein (ExoX)
11091	To Rhizobium NGR234A y4oM
11092	To Rhizobium NGR234A y4oN
11093	To Rhizobium NGR234A y4qD
11094	To Rickettsia 17 kDa surface antigen
11095	To S.coelicolor SCO4629
11096	To S.epidermidis EpiB and L.lactis NisB
11097	To S.epidermidis EpiC and L.lactis NisC
11098	To S.faecalis plasmid PAM373 EP0012
11099	To S.marcescens SfuB
11100	To S.pombe bem46 and M.tuberculosis Rv2307c
11101	To S.pombe bem46 and yeast YNL320w
11102	To S.pombe hsp9 and C.albicans WH11
11103	To S.pombe mor2
11104	To S.pombe pac2 in the N-terminal region
11105	To S.pombe SpAC12C2.04
11106	To S.pombe SpAC14C4.04
11107	To S.pombe SpAC18G6.12c
11108	To S.pombe SpAC22F3.04
11109	To S.pombe SpAC23H3.12c
11110	To S.pombe SpAC2E11.17
11111	To S.pombe SpAC4G8.14c
11112	To S.pombe SpBC3B8.06
11113	To S.pombe SpBC409.21
11114	To S.pombe SpBC4C3.08 and SpBC4C3.09
11115	To S.pombe SpBC725.03
11116	To S.pombe SpCC1494.08c
11117	To S.pristinaespiralis SnaC
11118	To S.solfataricus C04034
11119	To S.typhimurium MalM
11120	To S.typhimurium YadU
11121	To S.violaceus chloramphenicol 3-O phosphotransferase
11122	To Shigella invasion plasmid IpaB
11123	To Synechococcus PCC 7942 NblA and some, to chloroplast ycf18
11124	To Synechocystis PCC 6803 sll0103
11125	To Synechocystis PCC 6803 sll0335 and to M.tuberculosis Rv2567
11126	To Synechocystis PCC 6803 sll0481
11127	To Synechocystis PCC 6803 sll0787 and M.jannaschii MJ0640
11128	To Synechocystis PCC 6803 sll1609 and sll0925
11129	To Synechocystis PCC 6803 sll1609 and slr1290
11130	To Synechocystis PCC 6803 slr0039
11131	To Synechocystis PCC 6803 slr0712
11132	To Synechocystis PCC 6803 slr0903
11133	To Synechocystis PCC 6803 slr1261
11134	To Synechocystis PCC 6803 slr1290 and sll0925
11135	To Synechocystis PCC 6803 slr1875
11136	To Synechocystis PCC 6803 ssr2439
11137	To T-protein and to dimethylglycine dehydrogenase
11138	To T.maritima TM1570
11139	To T.pallidum TmpC
11140	To T.pallidum TP_0127, TP_0315 and TP_0618
11141	To T.pallidum TP_0127, TP_0315 and TP_0619
11142	To T.pallidum TP_0127, TP_0618 and TP_0619
11143	To T.pallidum TP_0315, TP_0618 and TP_0619
11144	To the C-terminal of MG321/MPN_456
11145	To the C-terminal of para-aminobenzoate synthase component I
11146	To the C-terminus of E.coli phosphate regulon transcriptional regulatory protein PhoB
11147	To the extracellular portion of ligand-gated ionic channels family
11148	To the N-terminal section of desulfoferrodoxin
11149	To the propeptide regions of cysteine proteases
11150	To the R.leguminosarum biovar viciae counterpart
11151	To the R.meliloti counterpart
11152	To the xis proteins of bacteriophages and of plasmid pSAM2 from S.ambofaciens
11153	To TraI of plasmid F
11154	To TraI of plasmid IncFII R100
11155	To transposase of insertion sequence IS6501
11156	To type I restriction system adenine methylases
11157	To U.parvum UU007, UU008 and UU042
11158	To U.parvum UU008, UU041 and UU042
11159	To U.parvum UU171
11160	To U.parvum UU376
11161	To V.anguillarum virulence protein VirA
11162	To V.cholerae AcfD (VC_0845)
11163	To V.cholerae cholera toxin transcriptional activator (ToxR)
11164	To wound-inducible poplar endochitinases
11165	To Y.enterocolitica HemP
11166	To Y.enterocolitica HemS
11167	To Y.pestis HmuS
11168	To Y.pestis YfeE
11169	To yeast BUD6
11170	To yeast FAR1
11171	To yeast FMS1
11172	To yeast GAL80
11173	To yeast high affinity methionine permease (MUP1)
11174	To yeast HSP12/GLP1 and C.albicans WH11
11175	To yeast HSP12/GLP1 and S.pombe hsp9
11176	To yeast killer toxin KHR
11177	To yeast killer toxin KHS and to YGL262w
11178	To yeast low affinity methionine permease (MUP3)
11179	To yeast MID1
11180	To yeast MNN4
11181	To yeast MTH1
11182	To yeast nucleoporins NUP1 and NUP2
11183	To yeast protein kinase BUB1 in its non-catalytic N- terminal domain
11184	To yeast protein YDR134C
11185	To yeast PTA1
11186	To yeast RIT1
11187	To yeast RSD1 and S.pombe SpBC19F5.03
11188	To yeast SHR3
11189	To yeast SNG1
11190	To yeast SPO12
11191	To yeast STD1/MSN3
11192	To yeast TAO3/PAG1
11193	To yeast YBL086c
11194	To yeast YBR005W
11195	To yeast YBR147w and SpAC2E12.03c
11196	To yeast YCR061W
11197	To yeast YDL157C
11198	To yeast YDL183c
11199	To yeast YEL007w and to the N-terminal of S.pombe gti1
11200	To yeast YER004W
11201	To yeast YER187w
11202	To yeast YGL082w
11203	To yeast YGL164c
11204	To yeast YGR017w
11205	To yeast YGR066c and S.pombe SpAC3H1.14
11206	To yeast YGR101w
11207	To yeast YGR273c
11208	To yeast YGR277c
11209	To yeast YJL076w
11210	To yeast YJR015W
11211	To yeast YJR061w
11212	To yeast YKR010c
11213	To yeast YLR350W C-terminus
11214	To yeast YML093w
11215	To yeast YMR295c
11216	To yeast YOL019W and YMR063W
11217	To yeast YOR110w
11218	To yeast YPL264c
11219	To yeast YPR031w
11220	To yeast ZDS1/NRC1/CES1
11221	To yeast ZDS2/MCS1
11222	tobamovirus movement protein family
11223	tobamovirus RNA-directed RNA polymerase family
11224	tobamoviruses movement protein family
11225	tobravirus protein 2b family
11226	TOC75 family
11227	TOG/XMAP215 family
11228	TolA family
11229	TolB family
11230	Toll-like receptor family
11231	tollip family
11232	TOM1 family
11233	Tom20 family
11234	Tom22 family
11235	Tom34 family
11236	Tom40 family
11237	Tom5 family
11238	Tom6 family
11239	Tom7 family
11240	Tom70 family
11241	TomB family
11242	tombusviridae RNA polymerase family
11243	tombusvirus protein p19 family
11244	tombusvirus/aureusvirus movement protein p22 family
11245	tombusviruses protein p19 family
11246	tomoregulin family
11247	TonB family
11248	TonB-dependent receptor family
11249	TonB-dependent receptor family. BtuB (TC 1.B.14.3.1) subfamily
11250	TonB-dependent receptor family. Hemoglobin/haptoglobin binding protein subfamily
11251	Tonsoku family
11252	TOP6A family
11253	TOP6B family
11254	TOP6B-like family
11255	TOR1AIP family
11256	TORC family
11257	TORC subunit TCO89 family
11258	TorC/TorY family
11259	TorD/DmsD family
11260	TorD/DmsD family. DmsD subfamily
11261	TorD/DmsD family. TorD subfamily
11262	torovirinae M protein family
11263	torovirinae nucleoprotein family
11264	torovirinae spike protein family
11265	toroviruses nucleocapsid protein family
11266	toroviruses spike protein family
11267	tospovirus envelope glycoprotein family
11268	tospovirus movement protein family
11269	tospovirus NS-S protein family
11270	tospovirus nucleocapsid protein family
11271	totiviridae RNA-directed RNA polymerase family
11272	totivirus major capsid protein family
11273	toxin_10 family
11274	Toxin_15 family
11275	ToxN/AbiQ toxin family
11276	TPA1 family
11277	tpcK family
11278	TPD52 family
11279	TPP enzyme family
11280	TPP enzyme family. MenD subfamily
11281	TPPP family
11282	TPR family
11283	TPRG1 family
11284	TPS (TC 1.B.20) family
11285	TPS (TC 1.B.20) family.
11286	TPT transporter family
11287	TPT transporter family. GPT (TC 2.A.7.9) subfamily
11288	TPT transporter family. PPT (TC 2.A.7.9) subfamily
11289	TPT transporter family. SLC35C subfamily
11290	TPT transporter family. SLC35D subfamily
11291	TPT transporter family. SLC35E subfamily
11292	TPT transporter family. TPT (TC 2.A.7.9) subfamily
11293	TPT transporter family. UGnT (TC 2.A.7.15) subfamily
11294	TPX2 family
11295	TraA family
11296	TraB family
11297	TraD family
11298	TraE family
11299	TRAF3IP1 family
11300	TRAFAC class dynamin-like GTPase superfamily. Dynamin/Fzo/YdjA family
11301	TRAFAC class dynamin-like GTPase superfamily. Dynamin/Fzo/YdjA family. EHD subfamily
11302	TRAFAC class dynamin-like GTPase superfamily. Dynamin/Fzo/YdjA family. Mitofusin subfamily
11303	TRAFAC class dynamin-like GTPase superfamily. GB1/RHD3 GTPase family. GB1 subfamily
11304	TRAFAC class dynamin-like GTPase superfamily. GB1/RHD3 GTPase family. RHD3 subfamily
11305	TRAFAC class dynamin-like GTPase superfamily. IRG family
11306	TRAFAC class dynamin-like GTPase superfamily. Very large inducible GTPase (VLIG) family
11307	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
11308	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. BimC subfamily
11309	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. Chromokinesin subfamily
11310	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. KIF26 subfamily
11311	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. KIF27 subfamily
11312	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. KIN-1 subfamily
11313	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. KIN-10 subfamily
11314	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. KIN-12 subfamily
11315	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. KIN-13 subfamily
11316	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. KIN-14 subfamily
11317	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. KIN-4 subfamily
11318	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. KIN-5/BimC subfamily
11319	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. KIN-6 subfamily
11320	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. KIN-7 subfamily
11321	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. KIN-8 subfamily
11322	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. Kinesin II subfamily
11323	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. Kinesin subfamily
11324	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. KLP2 subfamily
11325	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. MCAK/KIF2 subfamily
11326	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. NCD subfamily
11327	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. Unc-104 subfamily
11328	TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family. Ungrouped subfamily
11329	TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
11330	TRAFAC class myosin-kinesin ATPase superfamily. Myosin family. Plant myosin class VIII subfamily
11331	TRAFAC class myosin-kinesin ATPase superfamily. Myosin family. Plant myosin class XI subfamily
11332	TRAFAC class OBG-HflX-like GTPase superfamily. HflX GTPase family
11333	TRAFAC class OBG-HflX-like GTPase superfamily. OBG GTPase family
11334	TRAFAC class OBG-HflX-like GTPase superfamily. OBG GTPase family. NOG subfamily
11335	TRAFAC class OBG-HflX-like GTPase superfamily. OBG GTPase family. YchF/OLA1 subfamily
11336	TRAFAC class translation factor GTPase superfamily. Bms1-like GTPase family. BMS1 subfamily
11337	TRAFAC class translation factor GTPase superfamily. Bms1-like GTPase family. TSR1 subfamily
11338	TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family
11339	TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. BipA subfamily
11340	TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. CysN/NodQ subfamily
11341	TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. EF-G/EF-2 subfamily
11342	TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. EF-Tu/EF-1A subfamily
11343	TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. EIF2G subfamily
11344	TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. ERF3 subfamily
11345	TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. GTPBP1 subfamily
11346	TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. IF-2 subfamily
11347	TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. LepA subfamily
11348	TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. PrfC subfamily
11349	TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. SelB subfamily
11350	TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. TetM/TetO subfamily
11351	TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. AIG1/Toc34/Toc159-like paraseptin GTPase family. IAN subfamily
11352	TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. AIG1/Toc34/Toc159-like paraseptin GTPase family. TOC159 subfamily
11353	TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. AIG1/Toc34/Toc159-like paraseptin GTPase family. TOC34 subfamily
11354	TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. EngA (Der) GTPase family
11355	TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. EngB GTPase family
11356	TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Era GTPase family
11357	TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. FeoB GTPase (TC 9.A.8) family
11358	TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Septin GTPase family
11359	TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. TrmE GTPase family
11360	TRAFAC class YlqF/YawG GTPase family
11361	TRAFAC class YlqF/YawG GTPase family. GEP3 subfamily
11362	TRAFAC class YlqF/YawG GTPase family. LSG1 subfamily
